voteDistribution,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0.5555555555555556,0.5470713985353767,0.263570162007423,0.2271489445023304,0.6396433426699507,0.6975806809346611,0.7676586885516679,0.5920240588267087,0.726497622652815,0.7500597573725212,0.7090600318509283
0.5714285714285714,0.5081868008690283,0.2338882391672122,0.20322102053477858,0.6389532387256622,0.7373447120189667,0.6466908102850557,0.6032754990490786,0.7125013198464331,0.7131843740707925,0.66891300081284
0.625,0.5597801967794712,0.2663291847080566,0.2344413644193617,0.6370371252298355,0.6952116787433624,0.7114361675010988,0.6441248433628826,0.7322074225420101,0.6907403049518929,0.6946271845894711
0.6666666666666666,0.5657099437570946,0.2667595661158525,0.23157055436947438,0.637940362366763,0.7002674612131986,0.7328460702370311,0.6007414875245113,0.7166630386343922,0.7202972642046404,0.6926369651501437
0.7142857142857143,0.6024691358024691,0.2595797280593325,0.2037037037037037,0.6416052579879761,0.5856223106384277,0.8134275157224012,0.5825720298459195,0.6403602328573813,0.8008221712898478,0.7092954874288875
0.75,0.5535587072209849,0.26638113856328205,0.2368963272858209,0.6440189916353959,0.7147916692953843,0.7112281824659704,0.6251341805142805,0.6971911107479792,0.6684687259506626,0.6755055499197232
0.7777777777777778,0.5683196223601304,0.2771589557429618,0.23789203291181987,0.645350992679596,0.6769883978366852,0.7860547713679563,0.5930546469013989,0.7269643927972598,0.7654797051117659,0.7178883790445951
0.875,0.5832596196169622,0.2756501271368426,0.24042862163118173,0.6399049560228983,0.6855278730392456,0.757785616942229,0.6006934715736681,0.7461770416534523,0.7617991346290066,0.7166138161995891
0.8888888888888888,0.5711496048844253,0.274793367772198,0.24171293073493044,0.6487968907211766,0.6899024537115386,0.7413492911098201,0.6078449410333684,0.7029153511587886,0.7276734121590521,0.6949457488652573
1.0,0.5762086139527676,0.28590222032394147,0.24718479558065973,0.6468648852433189,0.6766720065626047,0.7143778107033922,0.6175317270951707,0.7080275524795443,0.7034772277587399,0.6858535795092119
