index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.5580286168521462,0.3317422434367542,0.26868044515103334,0.6596222519874573,0.7120069265365601,0.8973743757638515,0.6679624792432297,0.6879520306427996,0.8817183758165416,0.7837518153666057
1,8.0,1.0,0.0,0.6666666666666666,1,0.5937161430119176,0.2581344902386117,0.25893824485373784,0.5782120227813721,0.7958108186721802,0.844592047577627,0.5626909891064833,0.7740904491247964,0.8618677303718961,0.7608103040452007
2,2.0,1.0,1.0,1.0,2,0.5984324573536192,0.35163820950622987,0.2729368372521899,0.663486897945404,0.572211742401123,0.8310340353090112,0.6366168566600139,0.6797126089788973,0.7864100931873305,0.7334433985338132
3,1.0,1.0,0.0,0.6666666666666666,1,0.5844504021447722,0.35033557046979863,0.2815013404825737,0.6453071236610413,0.718050479888916,0.19468535871419126,0.5780571149153402,0.6307286194667053,0.21299851976078227,0.4041174032142547
4,8.0,2.0,1.0,1.0,3,0.5460526315789473,0.3021214337966349,0.22368421052631576,0.6482391953468323,0.7082926630973816,0.9064105799390733,0.5920280926712364,0.8253845192141089,0.896859490541302,0.8051706705914301
5,7.0,1.0,0.0,0.5555555555555556,3,0.5043022820800599,0.2740546611755897,0.22820800598578375,0.6041723489761353,0.6567510962486267,0.8594314686468129,0.5437479031910647,0.7790651906189141,0.8359696523597051,0.7545535537041241
6,10.0,1.0,0.0,0.5555555555555556,1,0.5954997383568813,0.2566788894709272,0.24489795918367346,0.6615527272224426,0.7186973094940186,0.8608091560635965,0.4977901316856106,0.6753657272077505,0.8536391187614424,0.7219010334296
7,8.0,1.0,1.0,0.8888888888888888,2,0.615,0.32053422370617696,0.30166666666666664,0.6810566186904907,0.7318286895751953,0.4214591217641108,0.7039496609711513,0.7500802489577675,0.47192206595529207,0.5868527744120804
8,8.0,1.0,1.0,1.0,2,0.5988323603002502,0.29072681704260656,0.2768974145120934,0.6598260998725891,0.552630603313446,0.19282285912448646,0.5170269644973776,0.6733856992853565,0.20651894302348822,0.3974386164826772
9,1.0,2.0,1.0,0.5555555555555556,1,0.5377616014558689,0.27504553734061926,0.2229299363057325,0.604167103767395,0.654330849647522,0.7123422738846619,0.5443623041833251,0.6197046449491725,0.7120949536551101,0.6471260441680674
10,2.0,2.0,1.0,0.5555555555555556,2,0.4161849710982659,0.16931982633863965,0.22398843930635837,0.5971291661262512,0.8136196732521057,0.8994878407582286,0.67082848400681,0.8417920136493228,0.24314096358549178,0.6638123254999633
11,9.0,1.0,0.0,0.6666666666666666,1,0.5486348122866894,0.2997438087105038,0.2448805460750853,0.6668450832366943,0.6966705322265625,0.8182345607099701,0.5919496464624441,0.7217948181082825,0.7825941506490555,0.7286432939824381
12,5.0,1.0,1.0,0.625,2,0.5278725824800911,0.23576309794988612,0.22753128555176338,0.6671520471572876,0.7623182535171509,0.30282616414529584,0.6559826249105236,0.7483824816867141,0.237747778998908,0.4862347624353604
13,4.0,2.0,0.0,1.0,3,0.6188466947960619,0.33411543876114497,0.28410689170182835,0.5971382856369019,0.6979520320892334,0.8109875097231038,0.5769202001736816,0.754610708430383,0.6944316871643789,0.7092375263728868
14,2.0,1.0,1.0,1.0,1,0.6174920969441517,0.28586497890295354,0.19494204425711276,0.5389976501464844,0.8123542666435242,0.47486453323934696,0.5065222817265667,0.7751752133136988,0.5105758590588806,0.5667844718346232
15,1.0,1.0,0.0,0.5555555555555556,1,0.5869866174434702,0.28914549653579674,0.25288417166589755,0.6364870667457581,0.7198110222816467,0.8907778787967428,0.6722178495841733,0.7949341642952528,0.8399382245582102,0.7994670293085948
16,8.0,1.0,0.0,1.0,2,0.3903966597077244,0.23221757322175732,0.20876826722338201,0.6886516809463501,0.734977126121521,0.9166808911170243,0.8231457815684755,0.7574645737019192,0.7563671333494456,0.8134145949342162
