index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.47566652560304695,0.2676831850910631,0.24037240795598816,0.655587375164032,0.773314893245697,0.5313511779807388,0.695311716679804,0.8145332657927425,0.4438310728821316,0.6212568083338542
1,8.0,1.0,0.0,0.6666666666666666,1,0.5942422596414991,0.25666122892876564,0.21727322107550243,0.6172454357147217,0.7164867520332336,0.8774135750629681,0.5349788459762519,0.5911385585333391,0.8606198712952394,0.7160377127169496
2,2.0,1.0,1.0,1.0,2,0.48909657320872274,0.2931392931392931,0.23052959501557632,0.675492525100708,0.5615280866622925,0.8853771441622783,0.6627619088917114,0.7507093193478679,0.7999126785200857,0.7746902627304858
3,1.0,1.0,0.0,0.6666666666666666,1,0.5685131195335277,0.3883211678832117,0.3396501457725948,0.6677520871162415,0.6979715824127197,0.2292307357141565,0.7305493028354775,0.6934545479870229,0.2160507835341545,0.46732134251770285
4,8.0,2.0,1.0,1.0,3,0.522885389967045,0.28581898131183586,0.23434639326254114,0.6380550861358643,0.6973171234130859,0.8174028706627864,0.552323402092468,0.7906858788584858,0.820793042914237,0.7453012986319943
5,7.0,1.0,0.0,0.5555555555555556,3,0.5043087298613714,0.27071616047994,0.2517796927688273,0.5921045541763306,0.7156599164009094,0.8250030201307829,0.597380423694731,0.7599659229531608,0.795868225216738,0.7445543979988531
6,10.0,1.0,0.0,0.5555555555555556,1,0.47757422615287426,0.2150537634408602,0.22994314592545798,0.6159446239471436,0.7413961291313171,0.7917244537142141,0.675139231686088,0.7882909099676616,0.761367936055695,0.7541306328559148
7,8.0,1.0,1.0,0.8888888888888888,2,0.5695266272189349,0.2785185185185185,0.26775147928994086,0.6697736978530884,0.7449078559875488,0.886619439897614,0.5942078118799372,0.7942107183967108,0.8062045311093364,0.7703106253208996
8,8.0,1.0,1.0,1.0,2,0.6008583690987124,0.30659025787965616,0.2947067238912732,0.6657374501228333,0.664258599281311,0.862760589505758,0.5679307901744901,0.595006241221898,0.8339365305055911,0.7149085378519343
9,1.0,2.0,1.0,0.5555555555555556,1,0.5697726259473919,0.2757697456492637,0.2505572893446277,0.6321997046470642,0.6994901299476624,0.7216086866374712,0.5299131038845791,0.7037871426519915,0.7389574896121882,0.6735666056965575
