issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5795092158846606,0.28053562650311525,0.24172657442036802,0.6453345133708074,0.6903999539522024,0.6877173031917838,0.6262261025782953,0.7028238036738673,0.6686130760319207,0.6713450713689667
2.0,0.5595180010830624,0.27162283829188705,0.23309836123177666,0.6432125992245145,0.6876814232932197,0.7365199539499776,0.6139739785740416,0.7151183130505001,0.7109829724455878,0.6941488045050268
3.0,0.5401727793926882,0.26516839813272647,0.23683279615482872,0.6362668136755626,0.6993261317412058,0.6983858171852254,0.5872426160475421,0.7211256230853318,0.6849012252709499,0.6729138203972623
4.0,0.5471430725799314,0.27750918849584766,0.2339609480977139,0.6396067291498184,0.7170404314994812,0.6767857026428492,0.6261770822373987,0.7120617809231434,0.6766016680068953,0.6729065584525716
5.0,0.5421132460456243,0.25480383365518217,0.2148457774022353,0.6268130123615265,0.6848837912082673,0.7723143435167644,0.5807227586214433,0.7325270116454081,0.7502715644676847,0.7089589195628252
6.0,0.5991853003328719,0.2847118122285174,0.25480960045449363,0.6517192324002584,0.694228986899058,0.6231131821067446,0.6608645443418323,0.6944266659238697,0.5860158852549244,0.6411050694068428
7.0,0.5501804214314905,0.26531062177903675,0.21986718071309044,0.6322744148118156,0.7077749925000327,0.6395168862822168,0.6138154589193066,0.6977608850732567,0.6282192938645996,0.6448281310348448
8.0,0.568696991194753,0.27754310792294135,0.23896491408732184,0.6443568524243175,0.6793014277582583,0.6789622904489101,0.6245233047743961,0.696926597238344,0.6631850824457091,0.6658993187268398
9.0,0.5625129549905993,0.2781818538675089,0.24322330691060773,0.6437090625986457,0.682012633420527,0.6920831170244216,0.620829876923394,0.7070373939672009,0.6774496799722542,0.6743500169718177
10.0,0.5328666774122195,0.2614848872864028,0.22859609695640837,0.6448604883971037,0.6732875219097844,0.6969099027460375,0.6152647925362063,0.6989778456552501,0.6653116044607912,0.6691160363495713
12.0,0.5939679949156581,0.27280136877213973,0.23420891822571874,0.6389765590429306,0.6514006778597832,0.4642867856541556,0.6274749005587095,0.7061238798427737,0.42787953563158526,0.556441275421806
13.0,0.45400822125003093,0.23555671062865205,0.20252164210965465,0.6291982630888621,0.7157271504402161,0.5853957070891705,0.6312480901145461,0.6770770044120832,0.6126918451568676,0.6266031616931668
14.0,0.692817679558011,0.3749999999999999,0.2707182320441988,0.6828138828277588,0.6747205853462219,0.7970083512217481,0.7008612138782042,0.7145983830837686,0.7964484790595479,0.7522291068108172
