index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.5230524642289348,0.24980111376292763,0.2114467408585056,0.6310584545135498,0.7467589378356934,0.9076410885163093,0.6591827998510313,0.6855358229952595,0.8972302716569577,0.7873974957548895
1,8.0,1.0,0.0,0.6666666666666666,1,0.5961331901181526,0.2881720430107527,0.29108485499462944,0.6042322516441345,0.8251809477806091,0.819193479271342,0.5912328297405428,0.6516658252130572,0.818592421808923,0.7201711390084663
2,2.0,1.0,1.0,1.0,2,0.4483681112894596,0.2688805570433851,0.2247191011235955,0.6859486699104309,0.5052398443222046,0.743254203387816,0.7048275517396401,0.7985390521837893,0.5680138702517522,0.7036586693907494
3,1.0,1.0,0.0,0.6666666666666666,1,0.671044776119403,0.4267782426778242,0.29373134328358214,0.691493034362793,0.72149258852005,0.8343098927143431,0.5293550974971574,0.7525222694169748,0.8115439081939075,0.7319327919555957
4,8.0,2.0,1.0,1.0,3,0.5049760412827129,0.27001106602729624,0.21968300774050864,0.6635078191757202,0.7329760789871216,0.6869685045330637,0.6764753708108708,0.8086175710001183,0.6964582400755321,0.7171299216048962
5,7.0,1.0,0.0,0.5555555555555556,3,0.506405425772419,0.29411764705882354,0.22381311228334588,0.5779610276222229,0.7042892575263977,0.862713267728843,0.5313981514709111,0.7100944465162867,0.8483391571333746,0.7381362557123539
6,10.0,1.0,0.0,0.5555555555555556,1,0.4696774193548387,0.24806201550387594,0.2516129032258065,0.6491020321846008,0.6073898077011108,0.4383740684959901,0.6321538906479864,0.713824325371913,0.26572494810897807,0.5125193081562169
7,8.0,1.0,1.0,0.8888888888888888,2,0.5198821796759943,0.23008849557522124,0.2106038291605302,0.641751229763031,0.609565019607544,0.8288524185629655,0.5665240346938945,0.7045484246042942,0.8505266517115365,0.7376128823931727
8,8.0,1.0,1.0,1.0,2,0.5706093189964158,0.25412778176597267,0.25806451612903225,0.6367486119270325,0.6815834045410156,0.8951854140244245,0.6063266240543984,0.6883325595355163,0.8836306836814747,0.7683688203239535
9,1.0,2.0,1.0,0.5555555555555556,1,0.5379180405087141,0.280999528524281,0.2242110221384833,0.6155296564102173,0.6781116724014282,0.6127915895732037,0.5217736073047687,0.8310322834175646,0.6004767605886496,0.6415185602210467
