index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.41053101294065153,0.22688700312639573,0.21240517626059793,0.640123724937439,0.8033419847488403,0.4566789093041462,0.6115935879532371,0.7557686073830141,0.47864490668156967,0.5756715028304917
1,8.0,1.0,0.0,0.6666666666666666,1,0.584305408271474,0.24416135881104034,0.21951219512195122,0.5974462628364563,0.8394268751144409,0.8816421718851104,0.5544022959280043,0.7046977688600794,0.8727462824375177,0.753372129777678
2,2.0,1.0,1.0,1.0,2,0.5866543095458759,0.3348794063079777,0.22798887859128825,0.6754661798477173,0.5243262052536011,0.897451219346646,0.6337557304783465,0.7677550331297834,0.8706737783859084,0.7924089403351711
3,1.0,1.0,0.0,0.6666666666666666,1,0.6504065040650406,0.38023255813953494,0.3019744483159117,0.647705614566803,0.7472200989723206,0.8805866209615159,0.5783729100036895,0.6927674590432925,0.8459068872332342,0.749408469310433
4,8.0,2.0,1.0,1.0,3,0.5120593692022264,0.2636464909023394,0.22708719851576994,0.637542724609375,0.6726068258285522,0.8494569817283139,0.6140661070595897,0.6904728902300691,0.8354612662680292,0.7473643113215005
5,7.0,1.0,0.0,0.5555555555555556,3,0.5056264066016504,0.27852852852852855,0.2498124531132783,0.5896311402320862,0.6444375514984131,0.8761655439697182,0.5276688749129218,0.7639475620935565,0.867179361221612,0.7587403355494521
6,10.0,1.0,0.0,0.5555555555555556,1,0.57579185520362,0.27066817667044174,0.251131221719457,0.644666850566864,0.6822167038917542,0.24650921679896137,0.5827100238333296,0.7398511127949344,0.2794079946660344,0.4621195870233149
7,8.0,1.0,1.0,0.8888888888888888,2,0.6012488849241748,0.291331546023235,0.3264942016057092,0.6568563580513,0.7236707806587219,0.6317945129380125,0.7597059317685982,0.8245970061478174,0.6399378170311263,0.7140088169713885
8,8.0,1.0,1.0,1.0,2,0.5756302521008404,0.3263157894736842,0.3130252100840336,0.6677982211112976,0.6753650307655334,0.6952321253465039,0.7646490993716114,0.8310372313806469,0.11182978114160043,0.6006870593100907
9,1.0,2.0,1.0,0.5555555555555556,1,0.5673249551166966,0.30008984725965854,0.24596050269299818,0.609758734703064,0.75584477186203,0.904130319317447,0.5920475926925289,0.7685128895694954,0.8960604770903938,0.7901878196674662
10,2.0,2.0,1.0,0.5555555555555556,2,0.6476906552094521,0.3096774193548387,0.2771213748657358,0.6374082565307617,0.6984436511993408,0.8980597617225514,0.5283036304159183,0.7344898321532661,0.8863414553279739,0.7617986699049274
11,9.0,1.0,0.0,0.6666666666666666,1,0.5022665457842248,0.294010889292196,0.23209428830462375,0.6480405926704407,0.6977642178535461,0.8064064139003126,0.6313948766097945,0.5983856696360456,0.742895131781201,0.6947705229818384
12,5.0,1.0,1.0,0.625,2,0.5482625482625482,0.2838210933186085,0.290126861555433,0.6983657479286194,0.8055335879325867,0.6878718442173786,0.6488317888218185,0.8149251560829615,0.38187008951490264,0.6333747196592653
13,4.0,2.0,0.0,1.0,3,0.6136470588235293,0.31653320772491755,0.2870588235294118,0.5945367217063904,0.7441022396087646,0.8813814502718479,0.5465067994869446,0.8201957470196419,0.879290407291575,0.7818436010175023
14,2.0,1.0,1.0,1.0,1,0.5601458080194411,0.2737226277372262,0.21385176184690158,0.5473001003265381,0.8122460246086121,0.6711102836566928,0.620417740619186,0.8044311582341054,0.34835108062554193,0.6110775657838815
15,1.0,1.0,0.0,0.5555555555555556,1,0.543222003929273,0.2989183874139626,0.2770137524557957,0.6223417520523071,0.7050905227661133,0.21398039421820844,0.7166803586130651,0.7444561036066099,0.2540820369037588,0.48229972333541055
16,8.0,1.0,0.0,1.0,2,0.6070713809206137,0.2551770207080828,0.276184122748499,0.6707783341407776,0.6994197964668274,0.8336439236770158,0.6307803238447238,0.7002654565027804,0.8195855159527142,0.7460688049943086
17,8.0,1.0,0.0,0.75,1,0.37734082397003743,0.2314901593252109,0.25655430711610483,0.6401108503341675,0.7873941659927368,0.21142553528958516,0.6600823860110429,0.6219372597456829,0.17019706720454258,0.4159105620627134
18,9.0,1.0,0.0,0.8888888888888888,1,0.5857418111753371,0.3008678881388621,0.2447013487475915,0.7247161269187927,0.7198342680931091,0.8567157743095364,0.6524312912818868,0.8305642229972566,0.8522070255002017,0.7979795785222203
19,1.0,1.0,0.0,1.0,1,0.5089494163424124,0.22915042868277474,0.22568093385214008,0.6599120497703552,0.542373538017273,0.8635591730844525,0.4695673979294155,0.6588063284133172,0.8504714074823067,0.7106010767273729
20,12.0,2.0,0.0,0.5555555555555556,1,0.5461077844311377,0.2529976019184652,0.22994011976047904,0.6650369763374329,0.6394848227500916,0.04647829284757436,0.5636594100831668,0.6483497772991335,0.051617825891528656,0.32752632653035085
21,2.0,1.0,1.0,1.0,2,0.5358378645575878,0.27906976744186046,0.2135442412259021,0.6561705470085144,0.5823318958282471,0.7504792163307025,0.6344299947992482,0.7236057259025203,0.7521423565744247,0.715164323401724
22,3.0,2.0,1.0,1.0,1,0.513677811550152,0.28517110266159695,0.30927051671732525,0.6690424084663391,0.706182062625885,0.7565382047309276,0.5904049517601198,0.7598092977824251,0.7523476824793542,0.7147750341882066
23,1.0,1.0,1.0,0.6666666666666666,2,0.6534954407294833,0.3580121703853955,0.2917933130699088,0.6499332785606384,0.7978519201278687,0.9008011635601734,0.6386993103625616,0.8594693240373076,0.891530220343991,0.8226250045760084
24,2.0,2.0,1.0,1.0,1,0.5582272512965581,0.23124115148655025,0.20273455917020272,0.6213199496269226,0.7599243521690369,0.8905328966513049,0.5523505238679788,0.724405034168256,0.8622603469070814,0.7573872003986551
25,8.0,2.0,0.0,1.0,2,0.6395415472779369,0.32587492828456677,0.24871060171919773,0.6383708715438843,0.6732859015464783,0.8610794844313512,0.5982332943400714,0.692141428876831,0.8385739325188045,0.7475070350417645
26,2.0,1.0,0.0,0.6666666666666666,1,0.6303099885189437,0.32068965517241377,0.25143513203214696,0.6647032499313354,0.5423437356948853,0.8535631576279259,0.5834952033185115,0.6545343161312261,0.8403972407239007,0.7329974794503911
27,9.0,1.0,0.0,1.0,3,0.5597560975609757,0.3028083028083028,0.3036585365853659,0.6784339547157288,0.6760050058364868,0.7605870590649829,0.556581012561265,0.6875322281867213,0.6895203596844152,0.6735551648743461
28,7.0,1.0,1.0,0.7777777777777778,3,0.5305164319248826,0.2364917776037588,0.2089201877934272,0.6324895620346069,0.8226563930511475,0.9192359890772136,0.6166134901415904,0.8213449333010294,0.9002606721184099,0.8143637711595608
29,10.0,2.0,0.0,0.6666666666666666,3,0.641891891891892,0.35738444193912067,0.27927927927927926,0.6767148375511169,0.7163559198379517,0.8642416835493234,0.5524148520825982,0.7809789527283825,0.8291072990068311,0.7566856968417839
30,2.0,2.0,1.0,0.5555555555555556,1,0.5913843580092012,0.3290079531184596,0.28774571309075697,0.695418119430542,0.744554877281189,0.8533104076020889,0.6865070458550804,0.7310367474122615,0.8429197496223264,0.7784434876229394
31,2.0,2.0,1.0,0.7777777777777778,1,0.5507246376811594,0.2670648464163823,0.24637681159420288,0.6051275134086609,0.7649863362312317,0.8993338658845849,0.665024853189064,0.7968318217742971,0.862741997403511,0.8059831345628643
32,2.0,1.0,1.0,1.0,2,0.5430410297666934,0.2536231884057971,0.23411102172164117,0.6183853149414062,0.6768271327018738,0.9243516639383379,0.5172527893594242,0.5767066539987662,0.9066205546848928,0.7312329154953553
33,2.0,2.0,1.0,0.7777777777777778,1,0.34124438742783836,0.14771997430956968,0.1603592046183451,0.6475704908370972,0.7500653266906738,0.7643827547671014,0.7785431476780668,0.8835008265437326,0.7020169050566395,0.7821109085113851
34,9.0,1.0,0.0,0.8888888888888888,2,0.5783274440518256,0.2924528301886793,0.2956419316843345,0.6564972996711731,0.6552090048789978,0.402246579683077,0.5129397798248289,0.7703324836548097,0.26584821073332904,0.48784176347401115
35,8.0,2.0,1.0,1.0,2,0.37467018469656993,0.22292657157950346,0.23324538258575198,0.6214480996131897,0.7469756603240967,0.8151817106400406,0.5758940228114964,0.6850865074305641,0.7133837301607643,0.6973864927607163
36,2.0,1.0,1.0,0.6666666666666666,2,0.5577249575551783,0.27102803738317754,0.2266553480475382,0.5569579005241394,0.7477126717567444,0.8527840109010623,0.5983672155604258,0.7474234367609239,0.8379738625767793,0.7591371314497978
37,1.0,2.0,1.0,0.5555555555555556,1,0.3762013729977117,0.19056344480073295,0.19771167048054916,0.6172226071357727,0.6437711119651794,0.615938789347771,0.5274322770636345,0.7655078767968798,0.40082951719343185,0.5774271151004293
38,8.0,2.0,1.0,1.0,2,0.6226226226226226,0.3657314629258517,0.3013013013013013,0.6647155284881592,0.7007468938827515,0.8583485477665651,0.6895497631381059,0.7637329320939333,0.8529146763367088,0.7911364798338283
39,1.0,1.0,1.0,0.8888888888888888,2,0.5949074074074074,0.2699884125144843,0.23958333333333334,0.6423721313476562,0.6206287145614624,0.8122078346242813,0.5598639410694739,0.7651368747385842,0.7954279293264369,0.733159144939694
40,2.0,2.0,1.0,0.5555555555555556,2,0.32122587968217936,0.17727272727272728,0.19069239500567536,0.6888253092765808,0.7795307040214539,0.9388654359917629,0.8777384255657363,0.8065634944141093,0.9245442478722706,0.8869279009609699
41,8.0,1.0,0.0,1.0,1,0.6646884272997031,0.3172905525846702,0.24807121661721065,0.6576192378997803,0.7313222885131836,0.8290393225428063,0.6303418356119991,0.6659788724904764,0.7939922173987978,0.7298380620110199
42,10.0,2.0,0.0,0.5555555555555556,1,0.4125038308305241,0.21220484513952775,0.19429972418020228,0.5946959853172302,0.7000489234924316,0.8767707327304158,0.5364444319815066,0.7049768459808525,0.8598165378659918,0.7445021371396917
43,10.0,2.0,1.0,1.0,1,0.5744908896034299,0.20708154506437768,0.2036441586280815,0.604406476020813,0.6230582594871521,0.9020464302006128,0.5879743595392282,0.8677721210285599,0.8829087643173318,0.8101754187714332
44,8.0,2.0,0.0,1.0,2,0.5737211634904714,0.2680722891566265,0.238716148445336,0.6755451560020447,0.6734579801559448,0.9086801916522885,0.5728544444864113,0.7825052090665372,0.8919353494111054,0.7889937986540856
45,1.0,1.0,0.0,0.8888888888888888,1,0.5671077504725897,0.29706717123935666,0.26559546313799626,0.6325953006744385,0.6586678624153137,0.8951061255517838,0.6571720512106753,0.6919734702866525,0.8798419160983159,0.7810233907868568
46,8.0,1.0,1.0,1.0,1,0.36635006784260515,0.1738343141693074,0.1899592944369064,0.6203245520591736,0.6381176114082336,0.6861030164567083,0.6191395991629686,0.5760298361860806,0.6464989724651169,0.6319428560677185
47,2.0,1.0,0.0,1.0,0,0.5987748851454823,0.294478527607362,0.2618683001531394,0.6824760437011719,0.6414721608161926,0.3768825084529911,0.6567770037588164,0.7571232697486051,0.33593782759643537,0.531680152389212
48,2.0,1.0,0.0,1.0,1,0.5119916579770594,0.2985386221294363,0.28467153284671537,0.6447582244873047,0.7352612614631653,0.8533766527398824,0.7848730136466211,0.7235924533161521,0.8645750971201666,0.8066043042057055
49,2.0,1.0,1.0,1.0,2,0.6457178065311152,0.2936458975940777,0.27233518176216887,0.6678386926651001,0.7105022072792053,0.8032268747359477,0.4867634413654092,0.6395984274846015,0.7808877511703521,0.6776191236890776
50,1.0,2.0,1.0,0.7777777777777778,1,0.5826193390452876,0.32598039215686275,0.3219094247246022,0.6777997612953186,0.7268816828727722,0.17565625113529815,0.5721894885520097,0.5895161240606998,0.1892358737510085,0.381649434374754
51,8.0,1.0,0.0,0.8888888888888888,3,0.5738607911867801,0.3258145363408521,0.3084626940410616,0.6755281686782837,0.5396266579627991,0.4401542791724518,0.5202990904800286,0.8511696561196518,0.42368252313485066,0.5588263872267457
52,8.0,2.0,1.0,1.0,1,0.6009389671361502,0.30407523510971785,0.3208137715179969,0.6469929814338684,0.5879923105239868,0.8527292377187764,0.6700957829859162,0.8510441671291455,0.6237731674764512,0.7494105888275724
53,2.0,2.0,0.0,0.5555555555555556,3,0.6246901338621715,0.3464019851116626,0.3083787803668815,0.6880412101745605,0.7403355240821838,0.8711438420287905,0.6777516303394457,0.7146304656417093,0.8389262155002367,0.7756130383775456
54,9.0,2.0,0.0,0.6666666666666666,1,0.6494512588766946,0.28571428571428564,0.27114267269205944,0.670161783695221,0.6661899089813232,0.8540664696614617,0.5966529862712817,0.7496183028607007,0.8498154588123008,0.7625383044014362
55,1.0,2.0,1.0,0.8888888888888888,1,0.6121593291404612,0.3592436974789916,0.40880503144654085,0.7273584008216858,0.7565933465957642,0.2612439622712136,0.8062905094108214,0.7102293895533222,0.20087233744018743,0.49465904966888613
56,1.0,2.0,1.0,0.6666666666666666,1,0.4486187845303867,0.2643805309734513,0.24309392265193366,0.653751790523529,0.5825897455215454,0.15906080527162855,0.652768103212989,0.7385622543636845,0.10893641276817641,0.4148318939041196
57,9.0,1.0,1.0,0.6666666666666666,4,0.5874855156431054,0.26102088167053367,0.21436848203939746,0.6159518957138062,0.7152112126350403,0.8923561214128096,0.7226448870742548,0.707502159792716,0.868714347518337,0.7978043789495294
58,3.0,2.0,0.0,0.6666666666666666,2,0.4337794185509921,0.19676674364896074,0.20858329487771113,0.6020001173019409,0.7652979493141174,0.10996874146432761,0.6254490230978923,0.7885479265158932,0.1003156466930546,0.40607033444279195
59,12.0,1.0,0.0,0.5555555555555556,2,0.5022999080036799,0.28940092165898623,0.27414903403863844,0.6759421229362488,0.6290062665939331,0.17083052156909156,0.6795573483965464,0.5959426932767161,0.1222132889537756,0.3921359630490325
60,1.0,2.0,0.0,1.0,2,0.5746962115796997,0.2691481746599857,0.2930664760543245,0.698287308216095,0.7693765759468079,0.3510194645713259,0.6654494600327607,0.695865930987338,0.2933218823256068,0.5014141844792579
61,2.0,2.0,1.0,0.6666666666666666,1,0.5669144981412639,0.27069767441860465,0.24442379182156138,0.6246087551116943,0.7084646821022034,0.8586306589892947,0.5553161685424495,0.6710049971854143,0.8417015594940993,0.7316633460528144
62,1.0,1.0,0.0,0.5555555555555556,1,0.4236760124610592,0.19576059850374064,0.1663551401869159,0.6259158253669739,0.7203925251960754,0.8674153516776391,0.5243096939494207,0.8181416242048922,0.8614327341169032,0.7678248509872139
63,1.0,2.0,1.0,1.0,1,0.663420572124163,0.3436928702010969,0.2897139379184419,0.6744034886360168,0.7684651017189026,0.9078173841141757,0.6468387744694053,0.6628614334683217,0.8978058602007501,0.7788308630631632
64,13.0,2.0,1.0,0.8888888888888888,1,0.5246800731261425,0.23443223443223443,0.21572212065813529,0.6436627507209778,0.6655880212783813,0.23264397614675777,0.716584140667222,0.7182757259035172,0.30429198102546057,0.4929489559357394
